shell,h2_basis_index,public_actor_support_size,profile_ids,all_referenced_profiles_certified_nonnegative,status_multiset,interpretation
12,48,4,"367,372,633,638",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,49,4,"367,372,633,636",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,50,6,"214,218,367,372,633,642",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,51,10,"41,42,113,115,214,218,367,372,633,645",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,52,10,"41,43,113,115,214,218,367,372,633,646",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,53,10,"41,44,113,115,214,218,367,372,633,647",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,54,4,"4282,4303,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,55,2,"689,696",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,56,4,"6,7,4288,4298",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,57,2,"973,977",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,58,4,"4266,4298,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,59,4,"6,7,4293,4298",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,60,2,"976,977",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,61,4,"6,7,4303,4304",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,62,2,"970,975",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,63,4,"6,7,4299,4303",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,64,2,"975,979",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,65,4,"6,7,4291,4298",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,66,2,"960,977",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,67,2,"992,994",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,68,2,"985,992",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,69,4,"624,625,992,995",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,70,2,"992,993",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,71,4,"624,633,992,1002",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,72,4,"624,633,992,1003",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,73,6,"367,372,624,633,992,1008",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,74,4,"624,639,992,1009",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,75,8,"214,218,367,372,624,633,992,1012",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,76,10,"113,115,214,218,367,372,624,633,992,1014",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,77,12,"41,43,113,115,214,218,367,372,624,633,992,1015",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,78,4,"4067,4112,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,79,2,"1104,1110",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,80,4,"4052,4104,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,81,4,"6,7,4093,4104",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,82,2,"1449,1460",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,83,4,"6,7,4100,4104",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,84,2,"1454,1460",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,85,4,"4062,4104,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,86,4,"4053,4104,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,87,2,"1109,1110",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,88,4,"6,7,1103,1110",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,89,4,"975,977,1478,1481",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,90,4,"975,977,1480,1481",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,91,4,"975,977,1481,1482",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,92,6,"624,625,975,992,1481,1499",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,93,4,"975,992,1481,1497",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,94,6,"624,633,975,992,1481,1508",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,95,8,"367,368,624,633,975,992,1481,1509",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,96,8,"367,372,624,633,975,992,1481,1514",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,97,10,"214,218,367,372,624,633,975,992,1481,1518",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,98,14,"41,42,113,115,214,218,367,372,624,633,975,992,1481,1521",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,99,4,"3741,3797,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,100,4,"6,7,1643,1644",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,101,6,"6,7,3709,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,102,6,"6,7,3728,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,103,4,"6,7,3794,3797",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,104,2,"1996,1998",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,105,4,"3736,3797,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,106,4,"3745,3797,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,107,4,"6,7,3768,3783",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,108,2,"1994,1995",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,109,2,"3768,3780",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,110,2,"1993,1994",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,111,4,"6,7,3768,3776",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,112,6,"6,7,3725,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,113,2,"3797,3798",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,114,4,"1962,1964,1994,1998",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,115,2,"3764,3768",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,116,2,"1951,1964",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,117,6,"6,7,3719,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,118,6,"6,7,3710,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,119,6,"6,7,3721,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,120,2,"3762,3768",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,121,2,"1948,1964",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,122,6,"6,7,3722,3768,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,123,4,"6,7,3791,3797",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,124,4,"1964,1966,1994,1998",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,125,4,"3740,3797,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,126,4,"1459,1460,2031,2033",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,127,4,"1451,1460,2029,2031",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,128,4,"1452,1460,2031,2032",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,129,2,"2030,2031",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,130,4,"1964,1994,2003,2031",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,131,4,"1964,1994,2007,2031",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,132,4,"1460,1481,2031,2051",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,133,6,"975,977,1460,1481,2031,2049",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,134,6,"1460,1481,1964,1994,2031,2037",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,135,8,"975,977,1460,1481,1964,1994,2031,2034",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,136,6,"975,992,1460,1481,2031,2060",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,137,8,"975,992,1460,1481,1964,1994,2031,2052",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,138,8,"975,992,1460,1481,1964,1994,2031,2053",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,139,8,"624,633,975,992,1460,1481,2031,2066",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,140,12,"367,368,624,633,975,992,1460,1481,1964,1994,2031,2063",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,141,10,"624,633,975,992,1460,1481,1964,1994,2031,2062",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,142,8,"624,639,975,992,1460,1481,2031,2070",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,143,12,"367,372,624,633,975,992,1460,1481,1964,1994,2031,2068",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,144,8,"624,643,975,992,1460,1481,2031,2073",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,145,14,"214,218,367,372,624,633,975,992,1460,1481,1964,1994,2031,2072",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,146,4,"3311,3378,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,147,4,"6,7,2241,2242",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,148,2,"2240,2242",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,149,4,"6,7,3335,3368",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,150,4,"6,7,3314,3326",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,151,4,"2559,2561,2566,2567",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,152,4,"3269,3326,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,153,2,"3331,3368",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,154,2,"2554,2561",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,155,2,"3344,3368",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,156,2,"2558,2561",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,157,2,"3352,3368",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,158,2,"2556,2561",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,159,6,"6,7,3296,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,160,6,"6,7,3295,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,161,6,"6,7,3285,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,162,4,"6,7,3357,3368",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,163,2,"2560,2561",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,164,2,"3316,3326",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,165,4,"3270,3326,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,166,4,"3236,3326,4586,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,167,2,"3329,3368",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,168,4,"2534,2551,2566,2567",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,169,6,"6,7,3282,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,170,6,"6,7,3281,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,171,6,"6,7,3246,3368,4586,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,172,6,"6,7,3275,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,173,6,"6,7,3279,3368,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,174,4,"1994,1998,2611,2612",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,175,6,"1994,1998,2561,2566,2604,2612",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,176,6,"1994,1998,2561,2566,2603,2612",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,177,6,"1994,1998,2551,2567,2600,2612",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,178,6,"1459,1460,1998,2031,2612,2641",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,179,4,"1998,2031,2612,2640",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,180,6,"1998,2031,2561,2566,2612,2636",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,181,8,"1452,1460,1998,2031,2561,2566,2612,2638",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,182,8,"1451,1460,1998,2031,2561,2566,2612,2634",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,183,6,"1998,2031,2561,2566,2612,2637",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,184,8,"1451,1460,1998,2031,2551,2567,2612,2632",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,185,6,"1998,2031,2551,2567,2612,2618",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,186,6,"1460,1481,1998,2031,2612,2654",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,187,10,"975,977,1460,1481,1998,2031,2561,2566,2612,2651",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,188,8,"1460,1481,1998,2031,2561,2566,2612,2653",True,"{""EXACT_RATIONAL_PASS"": 8}",sum of certified three-level nonnegative shell gaps
12,189,10,"975,977,1460,1481,1998,2031,2551,2567,2612,2650",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,190,10,"624,625,975,992,1460,1481,1998,2031,2612,2662",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,191,10,"975,992,1460,1481,1998,2031,2561,2566,2612,2660",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,192,10,"975,992,1460,1481,1998,2031,2551,2567,2612,2659",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,193,10,"624,634,975,992,1460,1481,1998,2031,2612,2667",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,194,12,"624,633,975,992,1460,1481,1998,2031,2561,2566,2612,2665",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,195,14,"367,368,624,633,975,992,1460,1481,1998,2031,2551,2567,2612,2664",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,196,10,"624,640,975,992,1460,1481,1998,2031,2612,2670",True,"{""EXACT_RATIONAL_PASS"": 10}",sum of certified three-level nonnegative shell gaps
12,197,12,"624,639,975,992,1460,1481,1998,2031,2561,2566,2612,2669",True,"{""EXACT_RATIONAL_PASS"": 12}",sum of certified three-level nonnegative shell gaps
12,198,14,"367,372,624,633,975,992,1460,1481,1998,2031,2551,2567,2612,2668",True,"{""EXACT_RATIONAL_PASS"": 14}",sum of certified three-level nonnegative shell gaps
12,199,4,"2769,2845,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,200,4,"6,7,2844,2845",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,201,2,"3077,3079",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,202,4,"6,7,2846,2849",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,203,4,"6,7,2810,2816",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,204,2,"3076,3078",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,205,4,"6,7,2787,2810",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,206,6,"6,7,2742,2810,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 6}",sum of certified three-level nonnegative shell gaps
12,207,4,"6,7,2810,2814",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,208,2,"3061,3062",True,"{""EXACT_RATIONAL_PASS"": 2}",sum of certified three-level nonnegative shell gaps
12,209,4,"6,7,2826,2845",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,210,4,"3050,3061,3076,3079",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,211,4,"2764,2845,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,212,4,"2768,2845,4588,4590",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,213,4,"6,7,2819,2845",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
12,214,4,"3048,3061,3076,3079",True,"{""EXACT_RATIONAL_PASS"": 4}",sum of certified three-level nonnegative shell gaps
